ticket_id,created_date,resolved_date,department,ticket_type,priority,assigned_agent,resolution_hours,sla_target_hours,met_sla
TKT-10423,2025-07-12 14:00:00,2025-07-12 14:31:14.892125,Legal,Password Reset,High,A. Palishchuk,0.52,2,True
TKT-10424,2026-01-20 08:00:00,2026-01-20 09:23:43.911528,Sales,MFA Issue,Low,M. Singh,1.4,24,True
TKT-10425,2026-01-30 13:00:00,2026-01-30 15:31:00.102994,Marketing,Permission Change,Medium,A. Palishchuk,2.52,8,True
TKT-10426,2026-05-16 16:00:00,2026-05-16 19:36:24.726483,HR,MFA Issue,Low,R. Costa,3.61,24,True
TKT-10427,2026-06-03 10:00:00,2026-06-03 11:42:19.403561,HR,Access Request,High,M. Singh,1.71,2,True
TKT-10428,2026-01-02 14:00:00,2026-01-02 21:48:45.171381,Legal,Access Request,Low,A. Palishchuk,7.81,24,True
TKT-10429,2025-07-23 12:00:00,2025-07-23 18:45:56.109175,HR,SSO Login Failure,Medium,A. Palishchuk,6.77,8,True
TKT-10430,2026-04-07 16:00:00,2026-04-07 16:30:59.838835,Sales,Password Reset,Medium,A. Palishchuk,0.52,8,True
TKT-10431,2026-04-30 14:00:00,2026-04-30 18:46:23.140333,Sales,Access Request,Low,R. Costa,4.77,24,True
TKT-10432,2026-02-12 16:00:00,2026-02-12 16:16:09.693161,Operations,Password Reset,Medium,J. Nguyen,0.27,8,True
TKT-10433,2025-07-16 16:00:00,2025-07-16 18:04:06.712593,Finance,Account Lockout,Low,M. Singh,2.07,24,True
TKT-10434,2026-06-08 09:00:00,2026-06-08 09:29:01.298749,Engineering,Access Request,High,J. Nguyen,0.48,2,True
TKT-10435,2025-11-26 15:00:00,2025-11-26 15:32:06.813499,Engineering,Access Request,Medium,J. Nguyen,0.54,8,True
TKT-10436,2026-05-09 08:00:00,2026-05-09 08:09:20.553241,Operations,Password Reset,Medium,M. Singh,0.16,8,True
TKT-10437,2025-07-13 12:00:00,2025-07-13 16:56:34.784400,Marketing,Permission Change,Medium,J. Nguyen,4.94,8,True
TKT-10438,2025-10-19 13:00:00,2025-10-19 13:06:00.000000,Engineering,Access Request,Medium,T. O'Brien,0.1,8,True
TKT-10439,2026-01-04 17:00:00,2026-01-04 18:27:00.009279,Legal,Account Lockout,Low,A. Palishchuk,1.45,24,True
TKT-10440,2025-09-30 17:00:00,2025-09-30 17:23:50.278223,Legal,Device Enrollment,Medium,M. Singh,0.4,8,True
TKT-10441,2025-12-09 12:00:00,2025-12-09 12:40:37.071735,Finance,MFA Issue,Low,M. Singh,0.68,24,True
TKT-10442,2025-07-07 11:00:00,2025-07-07 11:37:46.768429,Operations,Account Lockout,Medium,M. Singh,0.63,8,True
TKT-10443,2025-11-12 11:00:00,2025-11-13 01:52:26.073732,Finance,Device Enrollment,Low,R. Costa,14.87,24,True
TKT-10444,2025-08-14 13:00:00,2025-08-14 13:22:17.408789,Operations,Password Reset,High,A. Palishchuk,0.37,2,True
TKT-10445,2026-01-21 14:00:00,2026-01-21 17:28:10.958199,Legal,Account Lockout,Medium,M. Singh,3.47,8,True
TKT-10446,2025-10-04 11:00:00,2025-10-04 11:16:58.861461,Finance,Access Request,High,A. Palishchuk,0.28,2,True
TKT-10447,2025-09-28 14:00:00,2025-09-28 14:45:36.277724,Operations,Password Reset,Medium,A. Palishchuk,0.76,8,True
TKT-10448,2025-12-28 15:00:00,2025-12-28 16:05:35.614376,Engineering,Account Lockout,Low,M. Singh,1.09,24,True
TKT-10449,2025-12-22 11:00:00,2025-12-22 12:09:39.339169,Legal,MFA Issue,Medium,M. Singh,1.16,8,True
TKT-10450,2026-02-27 17:00:00,2026-02-27 17:38:52.387294,Engineering,Password Reset,Low,A. Palishchuk,0.65,24,True
TKT-10451,2025-12-08 09:00:00,2025-12-08 09:39:21.799932,Sales,MFA Issue,Medium,M. Singh,0.66,8,True
TKT-10452,2026-04-20 13:00:00,2026-04-20 13:23:51.551090,Legal,SSO Login Failure,Medium,A. Palishchuk,0.4,8,True
TKT-10453,2025-07-06 15:00:00,2025-07-06 16:12:22.235149,Engineering,Password Reset,Low,M. Singh,1.21,24,True
TKT-10454,2025-07-11 13:00:00,2025-07-11 13:20:41.325703,Engineering,Password Reset,Medium,T. O'Brien,0.34,8,True
TKT-10455,2026-05-28 12:00:00,2026-05-28 12:27:19.217568,Marketing,Access Request,Medium,A. Palishchuk,0.46,8,True
TKT-10456,2026-03-17 10:00:00,2026-03-17 13:06:56.641314,Engineering,SSO Login Failure,Low,R. Costa,3.12,24,True
TKT-10457,2026-03-04 15:00:00,2026-03-04 15:49:24.834473,Legal,Password Reset,Low,A. Palishchuk,0.82,24,True
TKT-10458,2025-08-08 08:00:00,2025-08-08 08:44:18.194338,Marketing,Password Reset,Medium,R. Costa,0.74,8,True
TKT-10459,2025-09-12 11:00:00,2025-09-12 11:14:01.258778,Engineering,MFA Issue,High,A. Palishchuk,0.23,2,True
TKT-10460,2025-12-17 15:00:00,2025-12-17 15:30:04.709215,Operations,Device Enrollment,Medium,A. Palishchuk,0.5,8,True
TKT-10461,2026-06-14 10:00:00,2026-06-14 22:02:45.115842,Marketing,Permission Change,Low,J. Nguyen,12.05,24,True
TKT-10462,2025-12-02 09:00:00,2025-12-02 14:34:55.801319,Finance,Group Membership,Low,R. Costa,5.58,24,True
TKT-10463,2025-10-25 10:00:00,2025-10-25 10:12:34.274870,Finance,Password Reset,Low,M. Singh,0.21,24,True
TKT-10464,2025-10-24 11:00:00,2025-10-24 12:49:55.621842,Finance,Account Lockout,Low,A. Palishchuk,1.83,24,True
TKT-10465,2026-06-30 11:00:00,2026-06-30 11:07:29.199484,Finance,Password Reset,Medium,A. Palishchuk,0.12,8,True
TKT-10466,2026-01-09 08:00:00,2026-01-09 08:07:38.551087,HR,Password Reset,Medium,R. Costa,0.13,8,True
TKT-10467,2025-11-16 15:00:00,2025-11-16 16:03:59.481995,Engineering,Account Lockout,Medium,A. Palishchuk,1.07,8,True
TKT-10468,2026-01-15 14:00:00,2026-01-15 15:18:18.223720,HR,Permission Change,High,T. O'Brien,1.31,2,True
TKT-10469,2025-09-22 09:00:00,2025-09-22 09:06:10.731379,Engineering,Password Reset,Medium,R. Costa,0.1,8,True
TKT-10470,2025-08-15 16:00:00,2025-08-15 20:07:34.861016,Finance,MFA Issue,Low,J. Nguyen,4.13,24,True
TKT-10471,2026-04-06 15:00:00,2026-04-06 15:44:36.249752,Sales,Password Reset,Medium,T. O'Brien,0.74,8,True
TKT-10472,2026-04-16 16:00:00,2026-04-16 18:40:18.282487,Operations,Access Request,Low,A. Palishchuk,2.67,24,True
TKT-10473,2026-03-11 12:00:00,2026-03-11 13:24:03.389366,Marketing,SSO Login Failure,Low,J. Nguyen,1.4,24,True
TKT-10474,2026-05-09 17:00:00,2026-05-09 17:06:00.000000,HR,Password Reset,Low,A. Palishchuk,0.1,24,True
TKT-10475,2025-12-26 13:00:00,2025-12-26 13:18:17.198052,Legal,SSO Login Failure,High,M. Singh,0.3,2,True
TKT-10476,2025-12-16 12:00:00,2025-12-16 16:31:39.048681,Operations,SSO Login Failure,Medium,M. Singh,4.53,8,True
TKT-10477,2026-01-22 16:00:00,2026-01-22 17:28:44.869915,Legal,MFA Issue,High,A. Palishchuk,1.48,2,True
TKT-10478,2025-07-22 12:00:00,2025-07-22 15:44:14.498559,Legal,Access Request,Low,R. Costa,3.74,24,True
TKT-10479,2026-01-18 09:00:00,2026-01-19 00:12:21.339200,Sales,Device Enrollment,Medium,R. Costa,15.21,8,False
TKT-10480,2026-03-30 11:00:00,2026-03-30 11:33:24.403412,Operations,Permission Change,Medium,A. Palishchuk,0.56,8,True
TKT-10481,2026-05-17 16:00:00,2026-05-17 16:10:43.336901,Sales,Password Reset,High,M. Singh,0.18,2,True
TKT-10482,2025-10-04 14:00:00,2025-10-04 18:16:12.088157,Legal,Access Request,High,T. O'Brien,4.27,2,False
TKT-10483,2026-05-09 08:00:00,2026-05-09 08:06:00.000000,Marketing,Password Reset,Low,J. Nguyen,0.1,24,True
TKT-10484,2026-05-04 12:00:00,2026-05-04 18:29:32.845622,Legal,Device Enrollment,Medium,J. Nguyen,6.49,8,True
TKT-10485,2026-01-08 08:00:00,2026-01-08 09:22:40.207938,HR,MFA Issue,Low,J. Nguyen,1.38,24,True
TKT-10486,2026-06-04 11:00:00,2026-06-04 11:28:42.390060,Sales,Password Reset,Medium,J. Nguyen,0.48,8,True
TKT-10487,2026-02-01 10:00:00,2026-02-01 11:33:22.514047,Operations,SSO Login Failure,Medium,R. Costa,1.56,8,True
TKT-10488,2026-04-09 13:00:00,2026-04-09 13:22:33.456796,Engineering,Password Reset,High,J. Nguyen,0.38,2,True
TKT-10489,2025-08-12 17:00:00,2025-08-12 21:54:16.327541,Sales,Device Enrollment,Medium,T. O'Brien,4.9,8,True
TKT-10490,2026-05-09 12:00:00,2026-05-09 13:46:46.801207,Sales,Password Reset,Low,T. O'Brien,1.78,24,True
TKT-10491,2025-09-21 10:00:00,2025-09-21 10:06:00.000000,Finance,Password Reset,Medium,A. Palishchuk,0.1,8,True
TKT-10492,2025-08-22 12:00:00,2025-08-22 12:36:35.319428,Finance,MFA Issue,Medium,T. O'Brien,0.61,8,True
TKT-10493,2025-09-07 13:00:00,2025-09-07 13:10:15.310548,Finance,MFA Issue,Low,M. Singh,0.17,24,True
TKT-10494,2026-01-13 09:00:00,2026-01-13 11:36:47.126129,HR,Password Reset,Low,M. Singh,2.61,24,True
TKT-10495,2025-09-17 14:00:00,2025-09-17 14:54:12.741893,HR,Password Reset,Low,A. Palishchuk,0.9,24,True
TKT-10496,2026-06-03 17:00:00,2026-06-03 20:06:35.475212,Sales,Permission Change,Low,A. Palishchuk,3.11,24,True
TKT-10497,2025-07-06 17:00:00,2025-07-06 17:52:13.194205,Sales,Password Reset,Low,R. Costa,0.87,24,True
TKT-10498,2026-02-04 08:00:00,2026-02-04 09:47:33.683764,Finance,Access Request,Low,M. Singh,1.79,24,True
TKT-10499,2025-07-02 15:00:00,2025-07-02 15:24:59.189030,Legal,Account Lockout,High,A. Palishchuk,0.42,2,True
TKT-10500,2026-02-15 11:00:00,2026-02-15 12:46:55.613435,HR,MFA Issue,Low,A. Palishchuk,1.78,24,True
TKT-10501,2026-05-18 12:00:00,2026-05-18 12:06:00.000000,Sales,Password Reset,High,J. Nguyen,0.1,2,True
TKT-10502,2026-06-17 13:00:00,2026-06-17 14:46:31.558110,Operations,MFA Issue,Low,A. Palishchuk,1.78,24,True
TKT-10503,2025-09-21 17:00:00,2025-09-21 18:26:16.117134,Engineering,Access Request,Medium,T. O'Brien,1.44,8,True
TKT-10504,2026-03-05 13:00:00,2026-03-05 13:06:00.000000,Finance,Account Lockout,Low,A. Palishchuk,0.1,24,True
TKT-10505,2025-09-06 14:00:00,2025-09-06 20:09:44.318002,HR,MFA Issue,Low,M. Singh,6.16,24,True
TKT-10506,2025-08-15 17:00:00,2025-08-15 19:50:36.174417,Sales,SSO Login Failure,Low,A. Palishchuk,2.84,24,True
TKT-10507,2025-08-23 09:00:00,2025-08-23 10:13:47.654819,HR,Password Reset,Medium,T. O'Brien,1.23,8,True
TKT-10508,2025-11-09 16:00:00,2025-11-09 16:56:13.357803,Engineering,Access Request,High,R. Costa,0.94,2,True
TKT-10509,2025-12-17 09:00:00,2025-12-17 09:34:40.090468,Legal,SSO Login Failure,Low,A. Palishchuk,0.58,24,True
TKT-10510,2025-08-16 08:00:00,2025-08-16 08:11:05.574892,Engineering,Password Reset,Low,J. Nguyen,0.18,24,True
TKT-10511,2026-05-14 17:00:00,2026-05-14 17:20:56.942498,Legal,Account Lockout,Medium,T. O'Brien,0.35,8,True
TKT-10512,2025-08-07 10:00:00,2025-08-07 22:03:14.314051,Engineering,Access Request,Low,R. Costa,12.05,24,True
TKT-10513,2026-05-17 14:00:00,2026-05-17 14:08:30.586370,Sales,SSO Login Failure,Medium,J. Nguyen,0.14,8,True
TKT-10514,2025-10-15 16:00:00,2025-10-15 18:13:16.755178,Operations,MFA Issue,High,M. Singh,2.22,2,False
TKT-10515,2025-08-25 12:00:00,2025-08-25 15:39:27.162087,Marketing,Access Request,High,J. Nguyen,3.66,2,False
TKT-10516,2025-10-22 12:00:00,2025-10-22 16:30:23.393861,Engineering,Device Enrollment,Low,R. Costa,4.51,24,True
TKT-10517,2026-01-21 11:00:00,2026-01-21 11:37:05.281977,HR,Account Lockout,Low,A. Palishchuk,0.62,24,True
TKT-10518,2025-11-06 14:00:00,2025-11-06 15:21:59.264514,Marketing,SSO Login Failure,Low,A. Palishchuk,1.37,24,True
TKT-10519,2025-11-10 08:00:00,2025-11-10 09:04:02.013874,Operations,Password Reset,Medium,T. O'Brien,1.07,8,True
TKT-10520,2025-09-21 10:00:00,2025-09-22 02:47:55.700151,Engineering,Device Enrollment,Low,R. Costa,16.8,24,True
TKT-10521,2025-07-23 16:00:00,2025-07-23 19:26:19.743682,Finance,MFA Issue,Low,T. O'Brien,3.44,24,True
TKT-10522,2026-04-28 14:00:00,2026-04-28 15:42:24.097852,Sales,Group Membership,Low,A. Palishchuk,1.71,24,True
TKT-10523,2026-06-01 08:00:00,2026-06-01 08:06:00.000000,Operations,MFA Issue,High,R. Costa,0.1,2,True
TKT-10524,2025-11-27 16:00:00,2025-11-28 01:05:52.683293,Legal,Device Enrollment,Medium,R. Costa,9.1,8,False
TKT-10525,2026-05-09 13:00:00,2026-05-09 14:01:57.006016,Marketing,MFA Issue,Low,J. Nguyen,1.03,24,True
TKT-10526,2025-10-20 14:00:00,2025-10-21 01:55:31.574774,Operations,Access Request,Medium,M. Singh,11.93,8,False
TKT-10527,2025-07-18 13:00:00,2025-07-18 17:10:16.578163,Sales,Access Request,Low,T. O'Brien,4.17,24,True
TKT-10528,2025-10-30 17:00:00,2025-10-30 17:06:00.000000,Sales,Account Lockout,Medium,R. Costa,0.1,8,True
TKT-10529,2026-01-22 14:00:00,2026-01-22 14:10:24.402422,Legal,Password Reset,Low,M. Singh,0.17,24,True
TKT-10530,2025-11-29 15:00:00,2025-11-29 20:28:02.330800,Finance,Group Membership,Low,R. Costa,5.47,24,True
TKT-10531,2026-05-26 15:00:00,2026-05-26 16:48:09.968567,Engineering,SSO Login Failure,Low,R. Costa,1.8,24,True
TKT-10532,2025-10-01 08:00:00,2025-10-01 10:04:53.533379,Sales,Access Request,High,R. Costa,2.08,2,False
TKT-10533,2026-03-26 12:00:00,2026-03-26 14:57:55.776721,Legal,SSO Login Failure,Medium,J. Nguyen,2.97,8,True
TKT-10534,2026-02-26 08:00:00,2026-02-26 10:37:20.095929,Operations,Device Enrollment,Medium,R. Costa,2.62,8,True
TKT-10535,2026-04-08 16:00:00,2026-04-08 18:47:37.706043,Operations,SSO Login Failure,Medium,T. O'Brien,2.79,8,True
TKT-10536,2026-06-01 16:00:00,2026-06-02 04:13:52.119557,Marketing,Access Request,Low,R. Costa,12.23,24,True
TKT-10537,2025-11-24 09:00:00,2025-11-24 09:06:17.896008,Marketing,Access Request,Low,J. Nguyen,0.1,24,True
TKT-10538,2026-02-17 09:00:00,2026-02-17 09:21:37.704014,Marketing,Permission Change,Low,R. Costa,0.36,24,True
TKT-10539,2026-02-24 16:00:00,2026-02-24 17:34:38.962586,Finance,SSO Login Failure,Medium,A. Palishchuk,1.58,8,True
TKT-10540,2026-05-18 13:00:00,2026-05-18 15:56:52.229198,Operations,Access Request,High,J. Nguyen,2.95,2,False
TKT-10541,2025-07-03 13:00:00,2025-07-03 15:27:09.613446,HR,SSO Login Failure,Medium,R. Costa,2.45,8,True
TKT-10542,2026-05-27 17:00:00,2026-05-27 17:25:44.796547,Sales,MFA Issue,High,M. Singh,0.43,2,True
TKT-10543,2025-08-18 16:00:00,2025-08-18 16:44:27.540112,Legal,Password Reset,Medium,A. Palishchuk,0.74,8,True
TKT-10544,2025-11-13 16:00:00,2025-11-13 17:02:41.928524,Legal,Account Lockout,Medium,M. Singh,1.04,8,True
TKT-10545,2026-01-25 10:00:00,2026-01-25 11:01:00.599308,Legal,Account Lockout,Medium,M. Singh,1.02,8,True
TKT-10546,2026-02-05 13:00:00,2026-02-05 14:42:22.080107,Engineering,SSO Login Failure,High,J. Nguyen,1.71,2,True
TKT-10547,2026-06-11 11:00:00,2026-06-11 18:05:58.608166,HR,Device Enrollment,Medium,R. Costa,7.1,8,True
TKT-10548,2026-03-26 13:00:00,2026-03-26 14:13:48.532829,Operations,Access Request,Medium,A. Palishchuk,1.23,8,True
TKT-10549,2025-10-02 17:00:00,2025-10-02 17:37:29.077453,Sales,Access Request,Low,A. Palishchuk,0.62,24,True
TKT-10550,2026-06-11 14:00:00,2026-06-11 14:14:16.926302,Marketing,Account Lockout,Medium,R. Costa,0.24,8,True
TKT-10551,2026-01-11 13:00:00,2026-01-11 14:57:21.642741,HR,SSO Login Failure,Low,R. Costa,1.96,24,True
TKT-10552,2025-10-18 11:00:00,2025-10-18 20:44:51.679248,Legal,Device Enrollment,Low,M. Singh,9.75,24,True
TKT-10553,2026-04-05 14:00:00,2026-04-05 14:46:49.111555,HR,Password Reset,Low,A. Palishchuk,0.78,24,True
TKT-10554,2026-03-14 12:00:00,2026-03-14 16:07:16.778592,Engineering,MFA Issue,Low,T. O'Brien,4.12,24,True
TKT-10555,2026-05-12 15:00:00,2026-05-12 17:48:06.114251,Marketing,Device Enrollment,Medium,T. O'Brien,2.8,8,True
TKT-10556,2026-02-17 14:00:00,2026-02-17 19:35:25.805312,Engineering,Group Membership,Medium,M. Singh,5.59,8,True
TKT-10557,2026-03-13 13:00:00,2026-03-13 13:07:07.111984,Legal,Password Reset,High,M. Singh,0.12,2,True
TKT-10558,2025-08-30 17:00:00,2025-08-30 17:33:01.223595,Operations,Password Reset,Low,J. Nguyen,0.55,24,True
TKT-10559,2026-04-17 11:00:00,2026-04-17 13:05:00.899923,Marketing,Permission Change,Medium,J. Nguyen,2.08,8,True
TKT-10560,2026-04-30 12:00:00,2026-04-30 14:49:06.862414,Sales,MFA Issue,Low,M. Singh,2.82,24,True
TKT-10561,2026-06-21 14:00:00,2026-06-21 18:08:37.089349,Operations,Device Enrollment,Medium,T. O'Brien,4.14,8,True
TKT-10562,2025-11-15 10:00:00,2025-11-15 10:38:10.006126,Engineering,Account Lockout,High,M. Singh,0.64,2,True
TKT-10563,2025-08-30 16:00:00,2025-08-30 19:57:01.556122,Marketing,MFA Issue,Medium,J. Nguyen,3.95,8,True
TKT-10564,2025-07-28 12:00:00,2025-07-28 12:34:14.391136,Sales,Account Lockout,Low,M. Singh,0.57,24,True
TKT-10565,2025-10-21 17:00:00,2025-10-21 17:06:34.730830,Engineering,SSO Login Failure,Medium,T. O'Brien,0.11,8,True
TKT-10566,2025-12-02 14:00:00,2025-12-03 03:28:21.580008,HR,Permission Change,Low,R. Costa,13.47,24,True
TKT-10567,2025-08-28 16:00:00,2025-08-28 16:09:56.164950,Legal,Account Lockout,Low,R. Costa,0.17,24,True
TKT-10568,2025-11-20 15:00:00,2025-11-20 17:51:53.778949,Operations,SSO Login Failure,Low,T. O'Brien,2.86,24,True
TKT-10569,2025-10-20 08:00:00,2025-10-20 09:21:57.013301,Marketing,Account Lockout,Medium,M. Singh,1.37,8,True
TKT-10570,2025-12-13 10:00:00,2025-12-13 10:57:36.786227,Sales,Account Lockout,High,R. Costa,0.96,2,True
TKT-10571,2026-02-15 09:00:00,2026-02-15 12:35:39.112710,Engineering,Permission Change,Medium,A. Palishchuk,3.59,8,True
TKT-10572,2025-07-08 15:00:00,2025-07-08 15:51:43.699849,Legal,MFA Issue,High,T. O'Brien,0.86,2,True
TKT-10573,2026-05-14 14:00:00,2026-05-14 18:08:27.706626,Engineering,Access Request,High,M. Singh,4.14,2,False
TKT-10574,2025-09-26 16:00:00,2025-09-27 00:52:43.249321,Legal,Group Membership,Low,R. Costa,8.88,24,True
TKT-10575,2026-05-09 15:00:00,2026-05-09 15:32:51.266737,HR,Permission Change,Medium,A. Palishchuk,0.55,8,True
TKT-10576,2025-10-27 08:00:00,2025-10-27 08:09:51.879111,Marketing,Account Lockout,High,J. Nguyen,0.16,2,True
TKT-10577,2025-09-09 17:00:00,2025-09-09 17:36:35.456200,Sales,MFA Issue,Low,A. Palishchuk,0.61,24,True
TKT-10578,2026-03-28 12:00:00,2026-03-28 12:39:12.862655,HR,Access Request,High,A. Palishchuk,0.65,2,True
TKT-10579,2026-06-25 15:00:00,2026-06-25 16:08:20.288444,HR,Password Reset,Low,J. Nguyen,1.14,24,True
TKT-10580,2025-11-02 11:00:00,2025-11-02 11:06:00.000000,Marketing,Password Reset,Medium,T. O'Brien,0.1,8,True
TKT-10581,2026-04-04 09:00:00,2026-04-04 13:48:05.251460,Marketing,Device Enrollment,Medium,A. Palishchuk,4.8,8,True
TKT-10582,2026-03-23 15:00:00,2026-03-23 15:06:00.000000,HR,MFA Issue,Low,R. Costa,0.1,24,True
TKT-10583,2025-11-22 08:00:00,2025-11-22 21:28:45.487765,Sales,Access Request,Low,J. Nguyen,13.48,24,True
TKT-10584,2026-02-11 16:00:00,2026-02-11 16:30:54.187028,HR,Password Reset,Low,M. Singh,0.52,24,True
TKT-10585,2025-10-14 14:00:00,2025-10-14 20:36:31.476966,HR,Device Enrollment,High,A. Palishchuk,6.61,2,False
TKT-10586,2025-09-20 16:00:00,2025-09-21 06:12:30.031226,Legal,Access Request,Low,A. Palishchuk,14.21,24,True
TKT-10587,2025-08-17 09:00:00,2025-08-17 09:16:08.585840,Marketing,Password Reset,Medium,T. O'Brien,0.27,8,True
TKT-10588,2026-06-30 08:00:00,2026-06-30 14:39:48.869287,HR,Device Enrollment,Medium,R. Costa,6.66,8,True
TKT-10589,2025-10-03 13:00:00,2025-10-03 13:41:53.651588,Engineering,MFA Issue,Medium,A. Palishchuk,0.7,8,True
TKT-10590,2025-10-28 12:00:00,2025-10-28 12:23:37.461889,Sales,MFA Issue,Low,T. O'Brien,0.39,24,True
TKT-10591,2025-10-04 13:00:00,2025-10-04 13:27:46.641640,Marketing,Group Membership,Medium,A. Palishchuk,0.46,8,True
TKT-10592,2026-03-13 08:00:00,2026-03-13 08:49:26.112778,HR,SSO Login Failure,Medium,M. Singh,0.82,8,True
TKT-10593,2026-04-13 12:00:00,2026-04-13 13:35:19.017204,Operations,Permission Change,Low,R. Costa,1.59,24,True
TKT-10594,2025-10-22 08:00:00,2025-10-22 08:07:25.316178,Finance,Account Lockout,Medium,R. Costa,0.12,8,True
TKT-10595,2026-03-30 15:00:00,2026-03-30 15:08:49.851181,Marketing,Access Request,High,R. Costa,0.15,2,True
TKT-10596,2026-05-11 17:00:00,2026-05-11 17:06:00.000000,HR,Device Enrollment,Medium,M. Singh,0.1,8,True
TKT-10597,2026-03-29 14:00:00,2026-03-29 21:05:13.407412,Legal,Access Request,Low,T. O'Brien,7.09,24,True
TKT-10598,2026-02-06 09:00:00,2026-02-06 09:08:55.203709,Legal,Password Reset,Low,M. Singh,0.15,24,True
TKT-10599,2025-10-24 16:00:00,2025-10-24 16:47:24.837093,HR,Access Request,Medium,A. Palishchuk,0.79,8,True
TKT-10600,2026-05-09 11:00:00,2026-05-09 14:48:54.762384,Engineering,Permission Change,High,J. Nguyen,3.82,2,False
TKT-10601,2026-03-22 08:00:00,2026-03-22 08:15:05.725827,Engineering,SSO Login Failure,High,A. Palishchuk,0.25,2,True
TKT-10602,2026-05-17 15:00:00,2026-05-17 15:32:46.551033,Legal,Password Reset,Low,M. Singh,0.55,24,True
TKT-10603,2026-02-06 12:00:00,2026-02-06 12:13:13.664911,Sales,Account Lockout,High,J. Nguyen,0.22,2,True
TKT-10604,2026-01-08 10:00:00,2026-01-08 11:36:09.983748,Engineering,Access Request,Medium,J. Nguyen,1.6,8,True
TKT-10605,2025-11-26 10:00:00,2025-11-26 11:58:35.565805,Engineering,MFA Issue,Low,R. Costa,1.98,24,True
TKT-10606,2025-11-24 15:00:00,2025-11-24 19:24:38.778220,Engineering,MFA Issue,Medium,R. Costa,4.41,8,True
TKT-10607,2026-01-30 17:00:00,2026-01-30 20:09:43.748008,Sales,Permission Change,Low,M. Singh,3.16,24,True
TKT-10608,2025-10-13 11:00:00,2025-10-13 11:10:05.541773,Engineering,Account Lockout,High,A. Palishchuk,0.17,2,True
TKT-10609,2025-12-31 08:00:00,2025-12-31 08:14:01.008295,HR,Password Reset,High,A. Palishchuk,0.23,2,True
TKT-10610,2026-01-24 09:00:00,2026-01-24 09:30:14.118446,HR,Permission Change,Low,A. Palishchuk,0.5,24,True
TKT-10611,2025-11-19 16:00:00,2025-11-19 16:06:00.000000,Marketing,Permission Change,Low,M. Singh,0.1,24,True
TKT-10612,2026-04-08 11:00:00,2026-04-08 15:41:39.564843,Operations,SSO Login Failure,Medium,A. Palishchuk,4.69,8,True
TKT-10613,2026-04-09 08:00:00,2026-04-09 08:42:28.791760,Sales,Password Reset,Low,M. Singh,0.71,24,True
TKT-10614,2026-06-16 09:00:00,2026-06-16 09:54:14.687447,Legal,Permission Change,High,A. Palishchuk,0.9,2,True
TKT-10615,2026-03-03 16:00:00,2026-03-03 17:06:39.579347,HR,SSO Login Failure,High,T. O'Brien,1.11,2,True
TKT-10616,2026-01-30 12:00:00,2026-01-30 12:40:45.124353,Legal,SSO Login Failure,Medium,T. O'Brien,0.68,8,True
TKT-10617,2026-04-28 16:00:00,2026-04-28 16:30:51.388334,Finance,Password Reset,Low,A. Palishchuk,0.51,24,True
TKT-10618,2026-06-29 14:00:00,2026-06-29 14:46:26.826757,Marketing,Account Lockout,High,R. Costa,0.77,2,True
TKT-10619,2026-01-08 10:00:00,2026-01-09 03:09:08.837245,Legal,Access Request,Medium,A. Palishchuk,17.15,8,False
TKT-10620,2026-01-08 12:00:00,2026-01-08 12:17:29.954357,Engineering,Password Reset,Low,T. O'Brien,0.29,24,True
TKT-10621,2026-06-14 12:00:00,2026-06-14 12:40:16.903536,HR,Password Reset,Medium,R. Costa,0.67,8,True
TKT-10622,2026-03-24 14:00:00,2026-03-24 14:10:32.673046,Operations,Password Reset,Medium,A. Palishchuk,0.18,8,True
TKT-10623,2026-02-05 17:00:00,2026-02-06 02:54:09.739238,Legal,Device Enrollment,Low,A. Palishchuk,9.9,24,True
TKT-10624,2025-07-31 11:00:00,2025-07-31 11:07:23.219241,Operations,Password Reset,Medium,R. Costa,0.12,8,True
TKT-10625,2026-05-17 16:00:00,2026-05-17 17:41:28.903521,Finance,Account Lockout,Low,A. Palishchuk,1.69,24,True
TKT-10626,2025-10-07 15:00:00,2025-10-07 15:31:46.835177,Operations,Password Reset,Low,A. Palishchuk,0.53,24,True
TKT-10627,2026-06-02 13:00:00,2026-06-02 13:08:47.751544,Legal,Account Lockout,Low,T. O'Brien,0.15,24,True
TKT-10628,2026-04-09 08:00:00,2026-04-09 08:06:00.000000,Operations,MFA Issue,Low,T. O'Brien,0.1,24,True
TKT-10629,2026-05-01 14:00:00,2026-05-01 19:02:05.450885,HR,Access Request,Low,A. Palishchuk,5.03,24,True
TKT-10630,2025-08-28 09:00:00,2025-08-28 12:45:47.528386,Operations,Group Membership,Medium,A. Palishchuk,3.76,8,True
TKT-10631,2025-08-13 14:00:00,2025-08-13 14:16:12.855461,Engineering,Access Request,Medium,A. Palishchuk,0.27,8,True
TKT-10632,2025-10-08 10:00:00,2025-10-08 20:06:49.449896,Operations,Access Request,Medium,J. Nguyen,10.11,8,False
TKT-10633,2026-05-23 09:00:00,2026-05-23 09:20:47.277093,Sales,Password Reset,Low,R. Costa,0.35,24,True
TKT-10634,2026-02-24 11:00:00,2026-02-25 05:32:49.640382,HR,Access Request,Low,J. Nguyen,18.55,24,True
TKT-10635,2026-04-10 09:00:00,2026-04-10 14:26:40.221231,Engineering,Access Request,Low,A. Palishchuk,5.44,24,True
