event_id,event_type,department,environment,request_date,completed_date,completion_hours,sla_target_hours,met_sla
PRV-5460,Provisioning,Finance,Microsoft Entra ID,2025-08-28,2025-08-28 00:41:25.616189,0.69,8,True
PRV-5461,Provisioning,HR,Microsoft Entra ID,2026-01-29,2026-01-29 04:52:06.288789,4.87,8,True
PRV-5462,Deprovisioning,Finance,Microsoft Entra ID,2025-09-09,2025-09-09 00:21:36.245687,0.36,4,True
PRV-5463,Deprovisioning,Engineering,Microsoft Entra ID,2026-01-01,2026-01-01 04:04:56.631581,4.08,4,False
PRV-5464,Provisioning,Engineering,Active Directory,2025-11-16,2025-11-16 01:01:44.623462,1.03,8,True
PRV-5465,Provisioning,Engineering,Active Directory,2025-09-15,2025-09-15 00:44:54.903819,0.75,8,True
PRV-5466,Deprovisioning,HR,Microsoft Entra ID,2025-09-30,2025-09-30 03:20:00.645296,3.33,4,True
PRV-5467,Deprovisioning,Operations,Active Directory,2025-12-26,2025-12-26 09:23:15.049318,9.39,4,False
PRV-5468,Deprovisioning,Engineering,Microsoft Entra ID,2026-02-13,2026-02-13 00:34:45.475674,0.58,4,True
PRV-5469,Provisioning,Legal,Microsoft Entra ID,2026-02-06,2026-02-06 07:49:05.680119,7.82,8,True
PRV-5470,Provisioning,Marketing,Microsoft Entra ID,2025-08-14,2025-08-14 07:29:26.451466,7.49,8,True
PRV-5471,Provisioning,Legal,Active Directory,2025-08-06,2025-08-06 01:06:20.457931,1.11,8,True
PRV-5472,Provisioning,Legal,Hybrid (AD + Entra ID),2026-01-12,2026-01-12 15:46:47.580262,15.78,8,False
PRV-5473,Deprovisioning,HR,Microsoft Entra ID,2025-09-28,2025-09-28 00:12:00.000000,0.2,4,True
PRV-5474,Provisioning,HR,Microsoft Entra ID,2025-11-08,2025-11-08 01:54:03.681025,1.9,8,True
PRV-5475,Provisioning,Sales,Microsoft Entra ID,2025-10-19,2025-10-19 02:10:21.440245,2.17,8,True
PRV-5476,Provisioning,Finance,Active Directory,2025-07-05,2025-07-05 00:30:00.000000,0.5,8,True
PRV-5477,Deprovisioning,HR,Active Directory,2025-07-08,2025-07-08 00:55:43.475305,0.93,4,True
PRV-5478,Provisioning,HR,Microsoft Entra ID,2025-11-05,2025-11-05 05:12:12.589533,5.2,8,True
PRV-5479,Provisioning,HR,Microsoft Entra ID,2026-03-02,2026-03-02 00:30:00.000000,0.5,8,True
PRV-5480,Provisioning,Marketing,Active Directory,2026-02-10,2026-02-10 03:19:49.086186,3.33,8,True
PRV-5481,Provisioning,Legal,Hybrid (AD + Entra ID),2026-01-23,2026-01-23 00:30:00.000000,0.5,8,True
PRV-5482,Deprovisioning,Sales,Microsoft Entra ID,2025-08-25,2025-08-25 04:01:44.696015,4.03,4,False
PRV-5483,Deprovisioning,Operations,Hybrid (AD + Entra ID),2025-07-08,2025-07-08 04:04:29.483963,4.07,4,False
PRV-5484,Provisioning,Marketing,Active Directory,2026-03-27,2026-03-27 21:42:30.328555,21.71,8,False
PRV-5485,Provisioning,Marketing,Active Directory,2025-12-22,2025-12-22 01:23:52.221138,1.4,8,True
PRV-5486,Provisioning,Operations,Hybrid (AD + Entra ID),2026-03-29,2026-03-29 02:20:42.248863,2.35,8,True
PRV-5487,Deprovisioning,Sales,Hybrid (AD + Entra ID),2026-02-03,2026-02-03 02:13:04.911246,2.22,4,True
PRV-5488,Deprovisioning,Finance,Microsoft Entra ID,2026-04-27,2026-04-27 00:51:17.234622,0.85,4,True
PRV-5489,Provisioning,Legal,Hybrid (AD + Entra ID),2026-06-12,2026-06-12 05:48:20.494458,5.81,8,True
PRV-5490,Provisioning,Operations,Active Directory,2025-09-14,2025-09-14 00:30:00.000000,0.5,8,True
PRV-5491,Provisioning,Sales,Hybrid (AD + Entra ID),2025-12-02,2025-12-02 01:21:22.256641,1.36,8,True
PRV-5492,Deprovisioning,Legal,Hybrid (AD + Entra ID),2026-03-16,2026-03-16 01:39:27.038846,1.66,4,True
PRV-5493,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2026-03-03,2026-03-03 00:29:58.042385,0.5,4,True
PRV-5494,Provisioning,Operations,Hybrid (AD + Entra ID),2025-08-29,2025-08-29 09:54:18.146677,9.91,8,False
PRV-5495,Deprovisioning,Sales,Active Directory,2025-11-16,2025-11-16 03:44:26.360182,3.74,4,True
PRV-5496,Provisioning,Engineering,Microsoft Entra ID,2025-08-26,2025-08-26 02:38:30.783000,2.64,8,True
PRV-5497,Deprovisioning,Legal,Active Directory,2025-12-26,2025-12-26 02:00:53.798575,2.01,4,True
PRV-5498,Provisioning,Finance,Microsoft Entra ID,2025-07-26,2025-07-26 02:40:28.038818,2.67,8,True
PRV-5499,Provisioning,Legal,Active Directory,2025-11-26,2025-11-26 04:01:59.348991,4.03,8,True
PRV-5500,Provisioning,Finance,Active Directory,2025-08-12,2025-08-12 06:11:32.672283,6.19,8,True
PRV-5501,Provisioning,Sales,Hybrid (AD + Entra ID),2026-05-20,2026-05-20 12:28:56.876681,12.48,8,False
PRV-5502,Deprovisioning,Engineering,Microsoft Entra ID,2026-01-13,2026-01-13 00:24:33.986940,0.41,4,True
PRV-5503,Provisioning,Legal,Microsoft Entra ID,2025-08-21,2025-08-21 06:29:21.746461,6.49,8,True
PRV-5504,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-11-20,2025-11-20 12:50:17.852275,12.84,8,False
PRV-5505,Provisioning,Legal,Microsoft Entra ID,2025-07-14,2025-07-14 19:45:06.692483,19.75,8,False
PRV-5506,Provisioning,HR,Hybrid (AD + Entra ID),2025-10-01,2025-10-01 04:21:51.823876,4.36,8,True
PRV-5507,Deprovisioning,Engineering,Microsoft Entra ID,2025-10-28,2025-10-28 04:42:40.661305,4.71,4,False
PRV-5508,Deprovisioning,Legal,Microsoft Entra ID,2026-01-13,2026-01-13 01:07:59.438060,1.13,4,True
PRV-5509,Provisioning,Engineering,Hybrid (AD + Entra ID),2026-03-12,2026-03-12 01:15:03.843185,1.25,8,True
PRV-5510,Provisioning,Operations,Microsoft Entra ID,2026-03-02,2026-03-02 00:45:32.155426,0.76,8,True
PRV-5511,Provisioning,Finance,Active Directory,2025-09-20,2025-09-20 05:51:04.817060,5.85,8,True
PRV-5512,Provisioning,Sales,Hybrid (AD + Entra ID),2025-09-01,2025-09-01 00:35:36.645204,0.59,8,True
PRV-5513,Provisioning,HR,Active Directory,2025-12-22,2025-12-22 01:28:56.681150,1.48,8,True
PRV-5514,Provisioning,Operations,Microsoft Entra ID,2025-12-06,2025-12-06 04:15:43.575741,4.26,8,True
PRV-5515,Provisioning,Finance,Hybrid (AD + Entra ID),2025-07-09,2025-07-09 01:49:40.486732,1.83,8,True
PRV-5516,Provisioning,Sales,Hybrid (AD + Entra ID),2026-04-08,2026-04-08 07:53:59.329575,7.9,8,True
PRV-5517,Provisioning,Sales,Hybrid (AD + Entra ID),2025-10-13,2025-10-13 02:40:40.876515,2.68,8,True
PRV-5518,Provisioning,Sales,Active Directory,2026-05-05,2026-05-05 02:12:12.244712,2.2,8,True
PRV-5519,Provisioning,Sales,Active Directory,2025-09-10,2025-09-10 15:52:51.532138,15.88,8,False
PRV-5520,Provisioning,Engineering,Microsoft Entra ID,2026-03-10,2026-03-10 22:05:55.131087,22.1,8,False
PRV-5521,Deprovisioning,Sales,Hybrid (AD + Entra ID),2025-11-23,2025-11-23 00:12:00.000000,0.2,4,True
PRV-5522,Provisioning,Marketing,Hybrid (AD + Entra ID),2026-02-16,2026-02-16 02:15:06.987300,2.25,8,True
PRV-5523,Provisioning,Marketing,Hybrid (AD + Entra ID),2025-12-13,2025-12-13 02:06:19.607637,2.11,8,True
PRV-5524,Deprovisioning,Legal,Hybrid (AD + Entra ID),2026-06-04,2026-06-04 01:49:55.452765,1.83,4,True
PRV-5525,Provisioning,Operations,Microsoft Entra ID,2026-04-06,2026-04-06 02:12:48.807888,2.21,8,True
PRV-5526,Deprovisioning,Legal,Microsoft Entra ID,2025-10-06,2025-10-06 01:05:45.074990,1.1,4,True
PRV-5527,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-11-26,2025-11-26 00:52:38.536623,0.88,8,True
PRV-5528,Provisioning,Operations,Microsoft Entra ID,2026-02-11,2026-02-11 01:51:26.797280,1.86,8,True
PRV-5529,Deprovisioning,Sales,Microsoft Entra ID,2025-11-21,2025-11-21 09:11:36.933073,9.19,4,False
PRV-5530,Provisioning,Engineering,Microsoft Entra ID,2026-01-03,2026-01-03 09:09:47.641804,9.16,8,False
PRV-5531,Deprovisioning,Legal,Microsoft Entra ID,2025-12-13,2025-12-13 00:33:54.513518,0.57,4,True
PRV-5532,Deprovisioning,Legal,Microsoft Entra ID,2025-07-28,2025-07-28 00:44:58.331272,0.75,4,True
PRV-5533,Provisioning,Legal,Active Directory,2025-11-12,2025-11-12 00:44:49.518916,0.75,8,True
PRV-5534,Deprovisioning,Legal,Active Directory,2025-12-03,2025-12-03 01:31:36.082261,1.53,4,True
PRV-5535,Deprovisioning,HR,Hybrid (AD + Entra ID),2026-05-02,2026-05-02 02:38:31.002510,2.64,4,True
PRV-5536,Provisioning,HR,Active Directory,2025-08-08,2025-08-08 00:49:59.909774,0.83,8,True
PRV-5537,Deprovisioning,Sales,Active Directory,2025-11-07,2025-11-07 00:12:00.000000,0.2,4,True
PRV-5538,Provisioning,HR,Microsoft Entra ID,2026-02-21,2026-02-21 09:47:27.422265,9.79,8,False
PRV-5539,Deprovisioning,Marketing,Active Directory,2026-03-23,2026-03-23 02:57:45.375437,2.96,4,True
PRV-5540,Provisioning,Legal,Hybrid (AD + Entra ID),2025-12-12,2025-12-12 09:27:24.197191,9.46,8,False
PRV-5541,Provisioning,HR,Hybrid (AD + Entra ID),2025-10-09,2025-10-09 06:33:32.301444,6.56,8,True
PRV-5542,Deprovisioning,Legal,Microsoft Entra ID,2026-02-12,2026-02-12 06:35:52.450077,6.6,4,False
PRV-5543,Deprovisioning,HR,Microsoft Entra ID,2025-12-12,2025-12-12 06:55:40.096738,6.93,4,False
PRV-5544,Deprovisioning,Marketing,Hybrid (AD + Entra ID),2026-04-13,2026-04-13 03:53:28.433106,3.89,4,True
PRV-5545,Deprovisioning,Sales,Microsoft Entra ID,2025-10-29,2025-10-29 03:17:14.236712,3.29,4,True
PRV-5546,Provisioning,HR,Microsoft Entra ID,2026-01-16,2026-01-16 06:34:04.449597,6.57,8,True
PRV-5547,Deprovisioning,Engineering,Active Directory,2026-04-10,2026-04-10 01:46:57.349183,1.78,4,True
PRV-5548,Deprovisioning,Marketing,Active Directory,2026-04-17,2026-04-17 01:37:39.969729,1.63,4,True
PRV-5549,Deprovisioning,HR,Active Directory,2026-05-16,2026-05-16 02:52:58.035785,2.88,4,True
PRV-5550,Provisioning,HR,Active Directory,2025-12-22,2025-12-22 04:55:20.538944,4.92,8,True
PRV-5551,Provisioning,Marketing,Hybrid (AD + Entra ID),2026-05-30,2026-05-30 07:08:14.717240,7.14,8,True
PRV-5552,Provisioning,Marketing,Microsoft Entra ID,2025-10-28,2025-10-28 05:22:56.164397,5.38,8,True
PRV-5553,Provisioning,Legal,Hybrid (AD + Entra ID),2025-07-21,2025-07-21 06:33:35.387785,6.56,8,True
PRV-5554,Provisioning,Operations,Active Directory,2025-11-27,2025-11-27 00:30:00.000000,0.5,8,True
PRV-5555,Provisioning,Legal,Microsoft Entra ID,2025-08-16,2025-08-16 01:10:33.541879,1.18,8,True
PRV-5556,Provisioning,Operations,Microsoft Entra ID,2026-01-08,2026-01-08 11:48:19.963186,11.81,8,False
PRV-5557,Provisioning,HR,Microsoft Entra ID,2025-12-21,2025-12-21 05:55:44.400998,5.93,8,True
PRV-5558,Deprovisioning,Operations,Microsoft Entra ID,2025-10-24,2025-10-24 01:06:29.673057,1.11,4,True
PRV-5559,Provisioning,Engineering,Active Directory,2026-04-05,2026-04-05 02:44:21.420756,2.74,8,True
PRV-5560,Provisioning,Finance,Microsoft Entra ID,2026-01-02,2026-01-02 09:02:46.453814,9.05,8,False
PRV-5561,Deprovisioning,Sales,Microsoft Entra ID,2026-03-13,2026-03-13 01:43:29.741225,1.72,4,True
PRV-5562,Provisioning,Engineering,Microsoft Entra ID,2025-08-27,2025-08-27 02:35:23.256574,2.59,8,True
PRV-5563,Provisioning,Marketing,Hybrid (AD + Entra ID),2025-10-11,2025-10-11 19:19:16.491460,19.32,8,False
PRV-5564,Provisioning,Sales,Active Directory,2025-07-14,2025-07-14 05:50:30.028094,5.84,8,True
PRV-5565,Provisioning,Marketing,Microsoft Entra ID,2025-09-18,2025-09-18 00:30:00.000000,0.5,8,True
PRV-5566,Deprovisioning,Legal,Microsoft Entra ID,2026-04-26,2026-04-26 00:16:16.455231,0.27,4,True
PRV-5567,Deprovisioning,Legal,Hybrid (AD + Entra ID),2025-07-24,2025-07-24 14:48:09.650860,14.8,4,False
PRV-5568,Provisioning,Operations,Microsoft Entra ID,2026-01-19,2026-01-19 01:56:50.178634,1.95,8,True
PRV-5569,Provisioning,Marketing,Microsoft Entra ID,2026-05-28,2026-05-28 04:15:41.997697,4.26,8,True
PRV-5570,Deprovisioning,Operations,Microsoft Entra ID,2025-10-11,2025-10-11 01:06:28.497378,1.11,4,True
PRV-5571,Deprovisioning,Operations,Hybrid (AD + Entra ID),2026-05-01,2026-05-01 01:18:10.777908,1.3,4,True
PRV-5572,Provisioning,HR,Hybrid (AD + Entra ID),2025-07-25,2025-07-25 00:30:00.000000,0.5,8,True
PRV-5573,Deprovisioning,Operations,Active Directory,2026-03-31,2026-03-31 14:34:37.413145,14.58,4,False
PRV-5574,Provisioning,Finance,Hybrid (AD + Entra ID),2025-07-13,2025-07-13 00:30:00.000000,0.5,8,True
PRV-5575,Provisioning,Legal,Microsoft Entra ID,2025-10-27,2025-10-27 02:10:45.866355,2.18,8,True
PRV-5576,Deprovisioning,Marketing,Hybrid (AD + Entra ID),2026-03-08,2026-03-08 05:05:47.335766,5.1,4,False
PRV-5577,Provisioning,Engineering,Microsoft Entra ID,2025-07-14,2025-07-14 07:09:05.276143,7.15,8,True
PRV-5578,Deprovisioning,Sales,Active Directory,2026-05-29,2026-05-29 00:45:42.506448,0.76,4,True
PRV-5579,Deprovisioning,Legal,Microsoft Entra ID,2025-08-28,2025-08-28 00:30:03.925918,0.5,4,True
PRV-5580,Provisioning,Operations,Microsoft Entra ID,2025-11-18,2025-11-18 06:48:07.567543,6.8,8,True
PRV-5581,Provisioning,Sales,Active Directory,2026-05-31,2026-05-31 06:39:07.377106,6.65,8,True
PRV-5582,Provisioning,HR,Microsoft Entra ID,2026-02-02,2026-02-02 01:29:23.637877,1.49,8,True
PRV-5583,Provisioning,Legal,Microsoft Entra ID,2025-08-25,2025-08-25 02:43:25.194907,2.72,8,True
PRV-5584,Provisioning,Legal,Microsoft Entra ID,2026-01-16,2026-01-16 03:27:23.587341,3.46,8,True
PRV-5585,Provisioning,HR,Hybrid (AD + Entra ID),2025-11-18,2025-11-18 01:39:11.312069,1.65,8,True
PRV-5586,Deprovisioning,HR,Microsoft Entra ID,2025-09-16,2025-09-16 03:02:54.096046,3.05,4,True
PRV-5587,Deprovisioning,Marketing,Hybrid (AD + Entra ID),2026-03-15,2026-03-15 00:39:12.159895,0.65,4,True
PRV-5588,Provisioning,Finance,Hybrid (AD + Entra ID),2026-03-11,2026-03-11 02:38:16.918667,2.64,8,True
PRV-5589,Deprovisioning,Finance,Active Directory,2025-07-13,2025-07-13 02:32:16.322866,2.54,4,True
PRV-5590,Deprovisioning,Engineering,Microsoft Entra ID,2026-03-29,2026-03-29 02:05:35.238746,2.09,4,True
PRV-5591,Deprovisioning,Marketing,Hybrid (AD + Entra ID),2025-11-11,2025-11-11 05:38:23.733927,5.64,4,False
PRV-5592,Provisioning,Marketing,Hybrid (AD + Entra ID),2026-06-21,2026-06-21 05:11:40.792622,5.19,8,True
PRV-5593,Deprovisioning,Operations,Hybrid (AD + Entra ID),2026-03-11,2026-03-11 04:46:58.353291,4.78,4,False
PRV-5594,Provisioning,HR,Active Directory,2026-02-21,2026-02-21 02:28:56.190427,2.48,8,True
PRV-5595,Provisioning,Legal,Active Directory,2026-06-08,2026-06-08 01:26:47.332587,1.45,8,True
PRV-5596,Deprovisioning,HR,Microsoft Entra ID,2025-07-13,2025-07-13 00:50:45.943600,0.85,4,True
PRV-5597,Provisioning,Legal,Hybrid (AD + Entra ID),2026-06-08,2026-06-08 00:30:00.000000,0.5,8,True
PRV-5598,Deprovisioning,Operations,Active Directory,2026-02-11,2026-02-11 03:06:22.035397,3.11,4,True
PRV-5599,Provisioning,Engineering,Microsoft Entra ID,2026-03-09,2026-03-09 00:51:10.582132,0.85,8,True
PRV-5600,Provisioning,Operations,Microsoft Entra ID,2025-09-27,2025-09-27 04:19:59.563889,4.33,8,True
PRV-5601,Provisioning,Finance,Hybrid (AD + Entra ID),2025-11-27,2025-11-27 00:30:00.000000,0.5,8,True
PRV-5602,Deprovisioning,HR,Active Directory,2026-05-06,2026-05-06 00:14:56.356303,0.25,4,True
PRV-5603,Deprovisioning,Legal,Microsoft Entra ID,2026-03-09,2026-03-09 03:49:24.770782,3.82,4,True
PRV-5604,Provisioning,Sales,Microsoft Entra ID,2026-01-17,2026-01-17 04:11:03.848756,4.18,8,True
PRV-5605,Provisioning,Sales,Microsoft Entra ID,2025-09-16,2025-09-16 07:13:29.175010,7.22,8,True
PRV-5606,Provisioning,HR,Microsoft Entra ID,2025-12-26,2025-12-26 04:33:19.346313,4.56,8,True
PRV-5607,Provisioning,Operations,Hybrid (AD + Entra ID),2026-05-28,2026-05-28 12:07:36.207566,12.13,8,False
PRV-5608,Provisioning,Sales,Microsoft Entra ID,2025-08-27,2025-08-27 00:30:00.000000,0.5,8,True
PRV-5609,Deprovisioning,Marketing,Microsoft Entra ID,2025-10-29,2025-10-29 05:44:04.651438,5.73,4,False
PRV-5610,Provisioning,Operations,Microsoft Entra ID,2025-07-20,2025-07-20 00:42:18.108394,0.71,8,True
PRV-5611,Provisioning,Engineering,Active Directory,2026-01-22,2026-01-22 02:27:07.372131,2.45,8,True
PRV-5612,Provisioning,Marketing,Active Directory,2026-01-03,2026-01-03 03:50:13.089053,3.84,8,True
PRV-5613,Deprovisioning,HR,Microsoft Entra ID,2025-08-20,2025-08-20 04:45:04.599623,4.75,4,False
PRV-5614,Provisioning,Sales,Microsoft Entra ID,2025-08-11,2025-08-11 08:14:27.162621,8.24,8,False
PRV-5615,Provisioning,Legal,Microsoft Entra ID,2026-03-20,2026-03-20 00:32:04.139501,0.53,8,True
PRV-5616,Deprovisioning,Operations,Microsoft Entra ID,2026-03-03,2026-03-03 02:27:55.232782,2.47,4,True
PRV-5617,Deprovisioning,Operations,Hybrid (AD + Entra ID),2026-03-03,2026-03-03 05:36:53.030611,5.61,4,False
PRV-5618,Deprovisioning,Sales,Microsoft Entra ID,2026-03-21,2026-03-21 01:41:05.902477,1.68,4,True
PRV-5619,Provisioning,Marketing,Microsoft Entra ID,2026-05-06,2026-05-06 02:01:29.502952,2.02,8,True
PRV-5620,Deprovisioning,Legal,Active Directory,2026-03-21,2026-03-21 05:07:46.394968,5.13,4,False
PRV-5621,Deprovisioning,Finance,Microsoft Entra ID,2025-12-15,2025-12-15 02:34:15.166988,2.57,4,True
PRV-5622,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2025-08-31,2025-08-31 01:03:05.003872,1.05,4,True
PRV-5623,Deprovisioning,Legal,Hybrid (AD + Entra ID),2026-01-08,2026-01-08 04:03:44.793084,4.06,4,False
PRV-5624,Provisioning,Finance,Hybrid (AD + Entra ID),2025-10-16,2025-10-16 00:30:00.000000,0.5,8,True
PRV-5625,Provisioning,Engineering,Microsoft Entra ID,2025-12-12,2025-12-12 00:30:00.000000,0.5,8,True
PRV-5626,Deprovisioning,Legal,Hybrid (AD + Entra ID),2026-03-25,2026-03-25 04:19:21.711324,4.32,4,False
PRV-5627,Deprovisioning,Sales,Hybrid (AD + Entra ID),2026-06-23,2026-06-23 01:54:13.536175,1.9,4,True
PRV-5628,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-10-26,2025-10-26 15:37:51.654298,15.63,8,False
PRV-5629,Provisioning,Sales,Hybrid (AD + Entra ID),2025-11-23,2025-11-23 00:30:00.000000,0.5,8,True
PRV-5630,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-10-24,2025-10-24 01:21:50.317473,1.36,8,True
PRV-5631,Provisioning,HR,Active Directory,2025-12-09,2025-12-09 03:26:09.294299,3.44,8,True
PRV-5632,Provisioning,Sales,Hybrid (AD + Entra ID),2025-11-28,2025-11-28 00:34:55.345566,0.58,8,True
PRV-5633,Deprovisioning,Operations,Microsoft Entra ID,2026-05-22,2026-05-22 00:45:20.126834,0.76,4,True
PRV-5634,Deprovisioning,Engineering,Active Directory,2026-03-25,2026-03-25 02:19:47.196332,2.33,4,True
PRV-5635,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2026-06-09,2026-06-09 02:46:12.010552,2.77,4,True
PRV-5636,Deprovisioning,Marketing,Microsoft Entra ID,2026-04-29,2026-04-29 06:35:53.539084,6.6,4,False
PRV-5637,Deprovisioning,Operations,Hybrid (AD + Entra ID),2025-12-07,2025-12-07 01:29:50.770095,1.5,4,True
PRV-5638,Deprovisioning,HR,Active Directory,2026-06-11,2026-06-11 03:42:41.772745,3.71,4,True
PRV-5639,Provisioning,HR,Microsoft Entra ID,2026-01-04,2026-01-04 02:56:33.644516,2.94,8,True
PRV-5640,Deprovisioning,Sales,Hybrid (AD + Entra ID),2025-12-18,2025-12-18 03:14:42.121853,3.25,4,True
PRV-5641,Provisioning,Sales,Microsoft Entra ID,2026-06-25,2026-06-25 02:04:34.233495,2.08,8,True
PRV-5642,Provisioning,Engineering,Microsoft Entra ID,2025-07-21,2025-07-21 05:17:45.019035,5.3,8,True
PRV-5643,Provisioning,Sales,Hybrid (AD + Entra ID),2026-02-14,2026-02-14 02:06:18.317485,2.11,8,True
PRV-5644,Provisioning,Finance,Hybrid (AD + Entra ID),2025-12-09,2025-12-09 00:34:44.805435,0.58,8,True
PRV-5645,Provisioning,Operations,Microsoft Entra ID,2025-11-02,2025-11-02 10:47:28.158577,10.79,8,False
PRV-5646,Provisioning,Sales,Hybrid (AD + Entra ID),2025-12-09,2025-12-09 09:35:12.275744,9.59,8,False
PRV-5647,Provisioning,Operations,Microsoft Entra ID,2026-03-30,2026-03-30 12:52:36.089608,12.88,8,False
PRV-5648,Provisioning,Operations,Microsoft Entra ID,2026-05-24,2026-05-24 01:15:50.847537,1.26,8,True
PRV-5649,Provisioning,Engineering,Hybrid (AD + Entra ID),2025-07-24,2025-07-24 00:30:00.000000,0.5,8,True
PRV-5650,Deprovisioning,Operations,Active Directory,2026-02-03,2026-02-03 02:40:37.512258,2.68,4,True
PRV-5651,Provisioning,Finance,Hybrid (AD + Entra ID),2026-06-26,2026-06-26 00:30:00.000000,0.5,8,True
PRV-5652,Provisioning,Operations,Microsoft Entra ID,2025-10-28,2025-10-28 05:12:53.080284,5.21,8,True
PRV-5653,Deprovisioning,Legal,Hybrid (AD + Entra ID),2025-08-16,2025-08-16 01:54:12.594765,1.9,4,True
PRV-5654,Deprovisioning,HR,Microsoft Entra ID,2025-11-03,2025-11-03 00:41:31.578325,0.69,4,True
PRV-5655,Provisioning,Legal,Hybrid (AD + Entra ID),2025-12-21,2025-12-21 03:22:51.981823,3.38,8,True
PRV-5656,Provisioning,Finance,Active Directory,2025-10-20,2025-10-20 02:52:17.362245,2.87,8,True
PRV-5657,Provisioning,HR,Active Directory,2025-09-24,2025-09-24 06:16:44.658706,6.28,8,True
PRV-5658,Deprovisioning,Engineering,Microsoft Entra ID,2026-06-20,2026-06-20 02:59:38.205830,2.99,4,True
PRV-5659,Provisioning,Marketing,Active Directory,2026-06-04,2026-06-04 01:08:04.433471,1.13,8,True
PRV-5660,Provisioning,Operations,Microsoft Entra ID,2026-06-20,2026-06-20 01:59:37.625707,1.99,8,True
PRV-5661,Deprovisioning,Engineering,Hybrid (AD + Entra ID),2025-11-24,2025-11-24 02:05:17.299159,2.09,4,True
PRV-5662,Provisioning,Engineering,Active Directory,2026-04-23,2026-04-23 00:30:46.372468,0.51,8,True
PRV-5663,Deprovisioning,Engineering,Active Directory,2025-12-23,2025-12-23 00:12:00.000000,0.2,4,True
PRV-5664,Deprovisioning,Operations,Microsoft Entra ID,2026-06-17,2026-06-17 02:03:24.637474,2.06,4,True
PRV-5665,Provisioning,Marketing,Active Directory,2026-06-07,2026-06-07 04:47:51.865154,4.8,8,True
PRV-5666,Provisioning,Marketing,Microsoft Entra ID,2025-12-06,2025-12-06 02:41:13.492868,2.69,8,True
PRV-5667,Provisioning,HR,Hybrid (AD + Entra ID),2026-06-12,2026-06-12 00:30:00.000000,0.5,8,True
PRV-5668,Deprovisioning,HR,Microsoft Entra ID,2025-07-30,2025-07-30 01:11:20.457484,1.19,4,True
PRV-5669,Deprovisioning,Legal,Hybrid (AD + Entra ID),2026-06-25,2026-06-25 00:25:00.384490,0.42,4,True
PRV-5670,Provisioning,Finance,Active Directory,2026-03-23,2026-03-23 04:00:45.592716,4.01,8,True
PRV-5671,Provisioning,Sales,Microsoft Entra ID,2025-11-10,2025-11-10 12:36:55.803163,12.62,8,False
PRV-5672,Provisioning,Legal,Active Directory,2025-09-07,2025-09-07 05:40:55.309130,5.68,8,True
PRV-5673,Deprovisioning,Finance,Active Directory,2025-11-09,2025-11-09 01:01:43.211290,1.03,4,True
PRV-5674,Provisioning,Operations,Hybrid (AD + Entra ID),2026-06-14,2026-06-14 02:52:51.932295,2.88,8,True
PRV-5675,Provisioning,Operations,Hybrid (AD + Entra ID),2025-07-10,2025-07-10 07:21:12.559989,7.35,8,True
PRV-5676,Deprovisioning,Sales,Microsoft Entra ID,2025-08-11,2025-08-11 02:57:15.827342,2.95,4,True
PRV-5677,Provisioning,Marketing,Hybrid (AD + Entra ID),2026-04-03,2026-04-03 02:21:13.489449,2.35,8,True
PRV-5678,Deprovisioning,HR,Active Directory,2026-02-15,2026-02-15 02:20:13.816804,2.34,4,True
PRV-5679,Provisioning,Engineering,Microsoft Entra ID,2025-12-06,2025-12-06 01:11:49.664322,1.2,8,True
PRV-5680,Deprovisioning,Sales,Hybrid (AD + Entra ID),2025-10-04,2025-10-04 04:21:08.065194,4.35,4,False
PRV-5681,Provisioning,Operations,Microsoft Entra ID,2025-10-15,2025-10-15 01:15:06.228184,1.25,8,True
PRV-5682,Deprovisioning,Operations,Microsoft Entra ID,2026-04-24,2026-04-24 02:25:50.947408,2.43,4,True
PRV-5683,Deprovisioning,Engineering,Active Directory,2025-07-08,2025-07-08 03:08:12.941735,3.14,4,True
PRV-5684,Deprovisioning,Sales,Microsoft Entra ID,2026-03-29,2026-03-29 02:52:23.126364,2.87,4,True
PRV-5685,Provisioning,Sales,Microsoft Entra ID,2025-09-08,2025-09-08 07:25:15.671802,7.42,8,True
PRV-5686,Deprovisioning,Finance,Microsoft Entra ID,2025-10-19,2025-10-19 01:25:12.596090,1.42,4,True
PRV-5687,Deprovisioning,Operations,Hybrid (AD + Entra ID),2026-01-01,2026-01-01 01:22:53.814946,1.38,4,True
PRV-5688,Deprovisioning,HR,Hybrid (AD + Entra ID),2025-09-08,2025-09-08 01:51:14.219580,1.85,4,True
PRV-5689,Deprovisioning,Sales,Microsoft Entra ID,2025-11-14,2025-11-14 04:18:11.564539,4.3,4,False
PRV-5690,Deprovisioning,Marketing,Hybrid (AD + Entra ID),2025-11-06,2025-11-06 01:10:39.441586,1.18,4,True
PRV-5691,Provisioning,Legal,Active Directory,2026-02-03,2026-02-03 01:02:13.928817,1.04,8,True
